,0
900,"Then mount the colt, and let the princess mount behind you, and ride thus to your father's palace."
124,"""He kissed me, and was off before I could say a word, and then I cried till my flax was wet and my thread tangled, and my heart 'most broken."
4994,"""I thought you would want a light, or I would not have interrupted you at your work."""
1196,"""On'y that WE didn't think it was white man's work to rake over another man's leavin's, we might hev had what them derned Chinamen hev dropped into."
908,"""His fire!"
2934,He wants something to play with!
5463,"He would, of course, be silent about it; the Court would not like it known that they had made an exception to their rules in favor of a foreigner; he would enter quickly and boldly alone."
2712,"'She had better go up and see him right away,' suggested Van Tromp."
1460,"Jav leaped forward, screaming in terror."
2086,Another generation!
2759,"Ut slept an' ate, an' grew."
4174,'Do you know the place where you slew him?'
3279,"I have for the last four years managed to transmit a considerable portion of the revenues of my estates to the hands of a banker in Holland; and if needs be I will again become an exile with her, and wait patiently until some less absolute monarch mounts the throne."""
2640,"""But Sky Island is so far away from the sea that the ring won't do me any good while I'm here."
1648,"In his correspondence with Mr. Astor, from this point of his journey, Mr. Hunt gives a sad account of the Indian tribes bordering on the river."
183,"I have mentioned Nutley, which lies in New Jersey, near New York."
4857,"The bowl that rolls easiest along the green goes furthest, and has least clay sticking to it."
5077,"Each of these held from ten to forty riflemen, and was furnished with bomb-proofs and covered ways."
4811,"If you trust your letter to the basket in the hall, Helena's lovely eyes--capable of the meanest conceivable actions--are sure to take a peep at the address."
1074,_Bal_.
9048,"""But not enough of a coward."
1424,"The cousins were nearly four months together, from June to October."
15724,he answered.
9222,"So great, however, was uncle Chainbearer's reputation for integrity, that such an opinion was sufficient to procure for the Onondago the fullest confidence of the whole connection, and the experience of fourscore years and ten had proved that this confidence was well placed."
4772,"But, now, as Spike would have said, he caught up with his breath."
667,"""I may have wronged you; I was mistaken."
188,"""I don't dispute it, granny,"" said the girl with a light laugh, as she stood in front of a triangular bit of looking-glass tying on her poor but neatly made hat."
1445,"In the depths of her heart, which now and again beat furiously, she had a secret hope that when once the idea was broached Leonard would do the rest."
6149,Almost was she steeled to the inevitable tragedy which her morbid fancy painted in a thousand guises.
3739,It formed the extremity of a belt of woodland which at that time bordered the river.
8646,Oh really!
4197,"We use more commonly the word, ""minority.""]"
347,"Thus our Southern politicians, by dint of continued reiteration, have persuaded themselves to accept their own flimsy assumptions for valid statistics, and at last actually believe themselves to be the enlightened gentlemen, and the people of the Free States the peddlers and sneaks they have so long been in the habit of fancying."
2124,"""You'll have to go to-night, old boy,"" he said."
2200,Leland showed no sign of having heard him.
4873,"Say to my father, I obey his arrest."
812,"""Without tobacco--in Guayana!"""
386,"[Footnote 2: In a subsequent passage, Schmerling remarks upon the occurrence of an incisor tooth 'of enormous size' from the caverns of Engihoul."
155,No one ever saw a Chinaman on a jury on the Pacific coast.
1609,"Simultaneous universal effort of foot and horse upon Daun's Front; Holstein himself, who is almost at Zinna by this time, to go upon Daun's right wing."
8068,"She was at a loss how to reply, fearing to distress him."
861,"It is a complete mistake to suppose that common people make our towns commonplace, with unsightly things like advertisements."
3052,"He, to whom neither weather, darkness, nor difficulty seems to have any relation or significance, so entirely is his soul wrapped up in his own deep intentions, asks me to take the lantern and accompany him."
4237,Will you walk?'
1351,"The government of the island immediately raised a very large sum of money, and went with it to Themistocles, one of the most influential of the Athenian leaders, and offered it to him if he would contrive any way to persuade the commanders of the fleet to remain and give the Persians battle where they were."
3638,You have got to leave Daly to me.
1203,"He was garbed and harnessed after a fashion that proclaimed him half-knight, half-peasant, and caused the castle lacqueys to eye him with amusement and greet him with derision."
3058,"Hence, as being taken for granted in every act of the understanding, it must be regarded as the Universal Postulate.” But as this postulate, which we are under an “inexorable necessity” of holding true, is sometimes false; as “beliefs that once were shown by the inconceivableness of their negations to invariably exist, have since been found untrue,” and as “beliefs that now possess this character may some day share the same fate;” the canon of belief laid down by Mr. Spencer is, that “the most certain conclusion” is that “which involves the postulate the fewest times.” Reasoning, therefore, never ought to prevail against one of the immediate beliefs (the belief in Matter, in the outward reality of Extension, Space, and the like), because each of these involves the postulate only once; while an argument, besides involving it in the premises, involves it again in every step of the ratiocination, no one of the successive acts of inference being recognized as valid except because we can not conceive the conclusion not to follow from the premises."
3504,The words put in brackets were those peculiarly objected to.
2213,"V. It is agreed provisionally that the French army shall not, in any case, be considered as prisoners of war; that all the individuals who compose it shall be transported to France with their arms and baggage, and the whole of their private property, from which nothing shall be exempted."
1842,Barbara attempts to attend to the Colonel's needs.
2665,"""Perhaps not."
8898,"Francis attempted loud appeals, but his aunt quashed them with demeanour that showed that she was in earnest, and drove him away before her."
5109,"You'll be one-and-twenty before you know where you are, and then perhaps you'll get some further enlightenment."
2977,"It was then my heart failed, and I knew that we lovers were beaten."
2694,"""Are you a gentleman?"""
4479,Do you think Lady Janet would have loved you as she loves me?
1237,"""Just give me the key of the alcove,"" she said."
2903,"You _saw_ me?"""
4454,"He had to pick his way, be careful not to break twigs nor rattle stones."
733,"Your foot is perfectly divine in that boot, Polly."
10637,"_Planariæ_, bright colours of some, i."
1588,What made you tell that awful fib to your wife?--for doubtless she is your wife.'
382,"On the next corner a quarter of a ton of well-clothed man with a rice-powdered, fat, white jowl, stood holding the chain of a devil-born bulldog whose forelegs were strangers by the length of a dachshund."
2798,You have been more fierce against the Pope than I; But why fling back the stone he strikes me with?
45016,To the life.
14649,"'So that I go,' remarked the Secretary, waving the point aside with his hand, 'it is all one to me.'"
5445,"Then Otomie spoke, as being the first in rank she had a right to do."
6024,"They are kindly people, the natives."
2456,"Austin, who decided that there was some reason in the query, strolled round the house, and came upon Jefferson sitting with his back to it and the box of dynamite on the deck in front of him."
1704,"I must say,"" Mrs. Brookenham went on, ""you're all getting to require among you in general an amount of what one may call editing!"""
4740,"We are at present in a transition stage, nor is the manner nor occasion of the end in sight."
4,Where all is sweet and quiet and ready to go to bed.
5897,"She found herself repeating them aloud, ""Kill Ditmar!"""
2473,No thought of fighting or trying to escape his fate entered his head for a moment.
4228,The hair of the affrighted pedagogue rose upon his head with terror.
9023,"""Goodby!"""
2731,"Moreover, the character of her destined husband would have been a sufficient and insuperable objection; for it betrayed traits so evil, so treacherous, so vile, and yet so strangely subtle, as could only be accounted for by the insanity which often develops itself in old, close-kept races of men, when long unmixed with newer blood."
7275,"He sought Miss Ophelia, who, ever since Eva's death, had treated him with marked and respectful kindness."
5201,She had already learned one or two details with reference to M. Le Gros.
5781,A negative sign would not do again.
2419,"His features were regular, but his expression was somewhat cold."
2217,"Lastly, I wrote to my partner, acknowledging his industry in the improving the plantation, and his integrity in increasing the stock of the, works; giving him instructions for his future government of my part, according to the powers I had left with my old patron, to whom I desired him to send whatever became due to me, till he should hear from me more particularly; assuring him that it was my intention not only to come to him, but to settle myself there for the remainder of my life."
571,"{50a}  Baconians can compare the yearly 20 pounds (the salary in 1570-6, which then went much further than it does now) with the incomes of other masters of Grammar Schools, and thereby find out if the Head- Master was very cheap."
4655,In his 'Epistle to Peter Pindar' (1800) he laboured to expose the true character of John Wolcot.
4861,Hare swung the switch he had broken from an aspen and struck Silvermane a stinging blow on the flanks.
1364,Queek!
2550,"Luckily at this moment, the sun at length came out almost opposite to us."
4614,"I was ill in bed eleven days in Chicago and got no glimpse of the Fair, for I was obliged to return East as soon as I was able to travel."
2946,"""Well,"" she said, ""I like Mrs. Charnock, and she is certainly energetic and practical."
6432,'Here!
1572,(He disappears.
2501,"Ida wondered whether he was quite insensible to temptation, or absurdly diffident, for she had now given him two openings, and he had answered with only the tritest of remarks."
2977,"After we have had our meal we can discuss what our next move had better be."""
1249,"He, when he had spoken of the purposes for which the boys were sent there, asking whether they were not sent for education, for morals and religion, had understood much of the Doctor's position."
4384,"Can I help it if, like some mother who sees her little child at play upon a mountain's edge, my soul is torn with agony when I know thee in dangers that I am powerless to prevent or share?"
4350,"As each box passed him, he jerked a bead from the fore part of the cord to the back part of it, over his shoulder."
1037,"""Stop, stop!"""
1382,"Only don't think that this kind of study will ever ""pay"" in the vulgar sense."
2420,"Wait only till tomorrow."""
2036,"Isn't it, Miss Fanny?"""
3060,"It is not only my health that is broken up, my prospects in life are ruined as well."
2173,With the tackle already fast to the ship this was comparatively easy.
2158,11.
1359,"Five of the machines had been seen moving towards the Thames, and one, by a happy chance, had been destroyed."
3864,"Gomez started when he was given the note, for Evelyn had made an unexpected move; but he saw the importance of what it implied and lighted a cigarette while he thought the matter out."
1186,Bessie (_Alone in front; faces audience; whispers_).
4628,I suppose next there will be a nevey.
517,"He calculated that he had ridden thirty miles the day before and had already traveled ten miles today, and therefore could hope to be in the pass before night."
1712,"A beauffet, or folding and movable cupboard, held a few pieces of gold and silver plate, and was the only article in the chamber which had in the slightest degree the appearance of royalty."
2657,"Nobody _can_ see you to-night,"" she added, bitterly, including him in her self-scorn."
4744,"""We need a new pony mower; Jenkins cannot keep the grass in order with the small machine."
1145,"But here is the difference, that the princes of this world see by other men's eyes, but God sees all things; and therefore whenever he permits his blessings to be dealt among those who are unworthy, we may certainly conclude that he intends them only as a punishment to an evil world, as well as to the owners."
832,"When I pressed her, she told me     that she had enough for your keep and education and her own     sustenance for the time she must still live; that your father and she     had agreed that you should be brought up to a healthy and strenuous     life rather than to one of luxury; and she thought that it would be     better for the development of your character that you should learn to     be self-reliant and to be content with what your dear father had left     you."
15292,"Coming sinner, Christ inviteth thee to dine and sup with him."
32,"After that, it falls into its true place, quietly enough."
3292,"My mither's mither's third cousin was cousin to the Provost o' Dumfries, and he winna see a drap o' her blude wranged."
342,[2]   Where art thou?
2278,I have been so troubled with swooning fits; and have so longed for cherries!
953,Cleverness was used in the Virginia sense for amiability; a person who was clever in the English sense was smart.
2054,"Memoir,"" it appears that these coasts are entirely without reefs, as are the SCHOUTEN Islands, lying close to the northern shore of New Guinea."
883,"The judge insisted upon their answering, and proposed to compel them, but even the prosecution took fright and came to the rescue then, and helped stay the sturdy jurist's revolutionary hand."
2679,"His heart beat desperately as he approached that street--one of those little old streets, so beautiful, that belonged to a vanished London."
337,"said he, trying the point upon his thumb nail."
707,He could at least make this point.
2401,"""I can easily prove it to you,"" he said."
564,"We ain't nervous folk, as you know well; but when it comes to makin' a week-end visit and finding you've run full butt into the Day of Judgment, it wants a bit of explainin'."
5367,He died in arms     At Sapienza[398] for this faithless state.
3482,"""Because,"" says he, ""there was no other way."""
1985,"""Bless me, child, how could I?"
4063,I just pop my clothes into this and open that.
4372,"""This before my face!"""
1446,A man present at one gave me a very lively description of what took place.
1835,The little scheme on which she had set her mind seemed to be working satisfactorily.
585,"If they only waited a little, Catherine would fare better."""
5725,"'I think I remember to have seen it shine at home sometimes,' said Martin, smiling."
6367,'Has she money in her own right in any case?'
853,"""It’s like every other profession, it has two sides to it,"" said the captain."
958,"She's likely to be ill, moithered as _she_ is from mornin' to night, wi' folks as had better be elsewhere.'"
1585,"He's rated in seven figures now."""
6265,Sir Boreas Bodkin was that great Civil servant in the General Post Office whom men were wont to call Æolus.
1979,One o'clock.
2286,I allow no man to fight on board here but myself.
831,"When the boy had fallen asleep, she bent over his pale and spiritual countenance, pressed a kiss upon his white brow, drew the bedclothes up about his neck, and went away with a pensive gladness in her heart."
903,"Oh, it was quite easy."
581,"Subscriptions had come in rapidly and, in a week, an ample sum was collected to arm and equip all those not able to do so for themselves; and to form a military chest sufficient to pay for the food of the whole corps, in the field, for some time."
1225,"George Forsyte, Prosper Profond!"
4520,"The house--though called a castle--had been rebuilt in hospitable domestic style, and looked much less like a prison than Sheffield Lodge, but at every enclosure stood yeomen who challenged the passers-by, as though this were a time of alarm."
658,"For the rest, 'bon enfant,' kind and amiable."
7720,337.]
10961,"The Dorrit Merman held his lantern low, to show the steps, and Mr Sparkler put on another heavy set of fetters over his former set, as he watched her radiant feet twinkling down the stairs beside him."
5007,'What information can you give?'
2893,Only fourteen years old?
1485,Columbus felt the westward tendency more strongly than any before.
784,"""I want you to understand, Harry,"" said Mr. Loudon, one day, ""that I do not disapprove of what you and Kate are doing for old Aunt Matilda."
3723,"Anne walked through it on her way to school with reverent steps and worshiping eyes, as if she trod on holy ground."
6515,"I'll have her send you suffrage literature at once, if you'll give me your address."""
18885,"""Do you know this turning?"""
2528,"At last they all appeared again, and came to a cleared place among the dry leaves, quite near to the rock where she was concealed, and kindled a fire which they kept snapping and crackling by a constant supply of green resinous hemlock branches."
8539,"""He is what you behold him, and his doom       Depends upon his deeds,"" the Angel said;     ""If you have aught to arraign in him, the tomb       Gives license to the humblest beggar's head     To lift itself against the loftiest."""
1897,"A party of soldiers have last night brought your friend, young Mr Henry Morton of Milnwood, hither as a prisoner."
2116,'213-214'  The lion was supposed by Pope to hunt by sight alone as the dog by scent.
2587,"""Do you think so?"""
5364,"Honour among--among gentlemen, Sir,' returned the other, who seemed to have been very near giving an awkward termination to the sentence."
3625,"fretum, Raphael reverende, quietum."
6672,"Oh, I never thought I'd live to see the day when I'd have to sell my home."
6115,"""Burst yourself!"""
8260,"He must be at his office by twelve on Wednesday, and could manage to do that by an early train from Guestwick."
2785,"When Mr. Loudon had had the matter laid before him, he expressed his opinion without any hesitation."
310,"Then, with brow yet bent and without changing by the faintest shade his attitude or voice, he added:  ""Just hand over that sapphire cross of yours, will you?"
144,"blood, perchance, except thou see to her."
5312,Cape Cod?
3225,He had not mentioned Grafton among the callers.
5709,Insult behind my back is what I call it!
1114,"''Tis you that will be fed, Dame Jac,' laughed Henry."
3187,The fist ruled.
2961,"I am due to attend at twelve-forty-five in the state temple, where we sanctify some new idol."
4892,"""Do you mean to say that you have asked your sister to drive that crazy old tin kettle of yours all the way down from London?"""
6041,"Had her mother and Priscilla told her positively not to go to her aunt's house, she would have remained at Nuncombe without complaint."
59,"""It ain't the fust time, and I don't suppose it'll be the last, that I've put myself out to help my feller- creeturs."
432,"He had long thought of marrying, and one girl after another had been rejected by him as he had passed them in review through his thoughts."
8285,The silence lasted some minutes.
941,"""Yes,"" said Jenny; ""and we went over the figures together, and thought we could make it out by economizing in other things."
7172,"Her pale and refined complexion that in her youth had been distinguished for its lustre, became her spiritual office; and indeed her whole countenance, the delicate brow, the serene glance, the small aquiline nose, and the well-shaped mouth, firm and yet benignant, betokened the celestial soul that habited that gracious frame."
686,"My destiny, I am afraid, is going to lead me into the ruts."""
1461,You know by the faults they find what are their ideas of the alteration.
1633,"And mine eyes fell upon a huge gray rock which stood by the shore of the river, and was lighted by the light of the moon."
7580,"But he has the vision to construct, he is a seer himself--he has really made me see what Christianity is."
777,"He restrained a cry--""Ssh!"
6384,"It had always been a favorite picnic ground, but the season just past had known few picnics, and it was those of former years that had left their traces in rusty sardine-cans and broken glass and crockery on the border of the clearing, which was now almost covered with white moss."
1219,"""I knew I should find you here."
982,"In a moment the living picture was destroyed; the young ladies were called to their mother's side; the child was placed between Valentine and Mrs. Peckover, and the important business of luncheon began in earnest."
4332,"Not to do that, to give back on the contrary all one can, are just one's decency and one's honour and one's virtue."
670,"""De cook's galley?"""
4152,"Take Pierre with you again."""
296,"Montaigne strikes no such attitudes; he does not pose, he does not so much confess as blab."
2116,"""B. M.,"" he murmured softly to himself."
1281,"There is no help for it, and all I can hope is that you, sir, and the ladies, will stand his friend, and do what may lie in your power to make him patient and render his life less intolerable."""
4351,"When a man's soul is certainly in hell, his body will scarce lie quiet in a tomb, however costly; some time or other the door must open, and the reprobate come forth in the abhorred garments of the grave."
11162,"My uncle and myself were the _pendants_ of the two last named, occupying the opposite corner, also under the gallery."
462,"She generally had a book of her own, or else she read bits of those lying on the tables, till Lady Barbara caught her, and in spite of her protest that at home she might always read any book on the table ordered her never to touch any without express permission."
2015,"""You’re looking very cheerful,"" she remarked."
775,He despises literature.
3304,"We have come _from_ it,"" said the matter-of-fact leader."
2285,"He concluded by offering to take the field himself with three thousand cavalry, his own retainers, paid and maintained by himself, and either hasten to the relief of Alhama or undertake any other expedition Her Majesty might command."
6826,"All of the other aboriginal types seem to be more or less distorted from the model of perfect human form--as we know it--the blacks, thin-hipped, with bulbous limbs, not well mark'd; the Arabs large-jointed, &c. But I have seen many a young Indian as perfect in form and feature as a Greek statue--very different from a Greek statue, of course, but as satisfying to the artistic perceptions and demand."
2199,"The result which necessarily follows, if these fasciae contract energetically, is the oblique drawing up of the eyebrows, the puckering of their inner ends, and the formation of rectangular furrows on the middle of the forehead."
4031,"""A bit of paper."
491,"[14]  In distinction from the practice ruling in the case of most similar cessions in recent history, the property and persons of private German nationals, as distinct from their Government, are also injuriously affected."
2671,"""'Were you personally acquainted with Lord Bolingbroke?'"
5419,Aye and I am happy--happier than such blind bats as thou can see or guess.
1054,Form of the pages.
2710,Now sometimes when I make up my mind I don't stick to it.
6406,"Since the first time when you found your documents tampered with, every map and every word of writing entrusted to the safe, either at Braster House or Cavendish Square, has been got at."
6069,"Yonder journal has an agent, at this minute, giving bribes at Madrid; and another inspecting the price of potatoes in Covent Garden."
1039,And we reached the top some time between six and seven of the clock.
774,Always.
1724,"It was in her eye, in the poise of her head, in the curling tendrils of her hair, in her sensitive nostrils, in the mobile lips, in the very pitch and angle of the rounded chin, in her hands, small, muscular and veined, that he knew at sight to be the hard-worked hands of one who had spent long hours at the piano."
6448,It was clear to the least experienced of us that if we were to hold our own it was upon our foot that we must rely.
1651,"It carried their baggage and was useful to ride in wherever there were good roads, and since it had accompanied them so far in their travels they felt it their duty to preserve it."
9877,"asked Caddy, coaxing him, with her arms round his neck."
3724,"Godfrey of Bouillon, his piety, iii."
2393,O immortality!
1544,"Have you any other proofs of your own character, Signor Tenente, than the commission you have shown me?"
2130,But I    never believed them.
4985,"""But--I see--him now."""
6291,What--do--you--think?
1463,"It is really a wicked amusement, for it hurts a pussy as much as if someone should pinch your own ears."""
2083,"I never knew finer or gayer Courts than those of the Electors of Treves and Cologne, where there was more splendour and gaiety than at Vienna; far more than in the wretched barrack-court of Berlin."
23508,WREFORD salutes.
905,"Spanish guardships, instantly awake, gave chase to the two small vessels, which were making all sail towards Malaga; and, on shore, all manner of troops and detached parties were in motion, to render a retreat to Gibraltar by land impossible."
1832,"""I'd throw the whole business out o' the window for a cent,"" growled the man."
2344,Eh?
0, HISTORY OF FRIEDRICH II.
2385,"Then I saw why we had come there; for the two rocks, being both somewhat hollow on the top and sloping one to the other, made a kind of dish or saucer, where as many as three or four men might have lain hidden."
11587,And that may help us to pull along till things get better.
506,"The velocity with which we thus slid down the side of the ravine soon brought us to a point where we could use our feet, and in a short time we arrived at the edge of the torrent, which rolled impetuously along the bed of the chasm."
2350,.
576,"Its biographical relations have been already considered in our preceding sections: its poetical structure and value, its ideal or spiritual significance, and its particular imagery and diction, will occupy us much as we proceed."
4047,"_Pala._ At least, it will be some pleasure to me, to enjoy what freedom I can while he looks on; I will storm the out-works of matrimony even before his face."
8429,"Neale restrained what might have been contempt, but he thought that if these financiers could have seen the life of the diggers and spikers as he knew it they might be actuated by a nobler motive."
3571,"Don't blame me, young madam--don't blame _me!"
3213,"""Have others urged it?"""
12378,"I must rouse my invention, and make up my little domestic romance."
4,"The commission is, as you see, for the preaching of the gospel, and is very distinctly inserted in the holy record by Matthew and Mark."
4288,"""There were none but those who are now in the common refectory, and none came from Aoste."
10562,"""You can't speak too low."
1573,"I can find nothing suspicious in them, except the deliberate insertion of formulae which occur in genuine ballads."
6882,I guess he thought you'd turned up your toes.
1123,"Northwards lay Point Ipizarala, southways Nyonye, both looking like tree-clumps rising from the waves."
310,"When the old gentleman died, which took place some ten years after Dosett's marriage, it was found that the money, tied tight as it had been by half-a-dozen lawyers, had in some fashion vanished."
1733,"In this manner the mass of ice and snow went down slope after slope and over precipice after precipice, till at length it made its final plunge into the great chasm at the foot of the mountain and disappeared from view."
7527,"""Maybe you're right, Mr. French,"" he remarked, ""but--""  With a swoop of his long arm he snatched French's gun away, examined it for a moment, looked at French and shook his head."
15816,"He had no further interest in it, and felt that he could no longer go to work on that ground as though he were in truth its master."
4030,"And how often was he thrown into complete dismay by some rushing blast howling among the trees, in the idea that it was the Galloping Hessian on one of his nightly scourings!"
2325,xxi.
2351,"fresh water and salt water, heat of the oven and redness of the oven, hold up the footsteps of the walkers, and fan the heat of the bed."
4069,"""Come, Governor,"" cried the Countess, ""you can read his poetry when we are gone."
67,The morality of style goes deeper 'than dull fools suppose.'
1821,Something in the manner of her friends struck Meg at once.
8054,I am not a bit obliged to him.
5038,There's reason in everything.
6350,"I'm sure it could not have come from poor Mrs Ellison, or the bishop's wife; and you seemed to me to spend all your time in talking to them."
7727,"She had begged me not to ride, and I was risking a life which might save hers."
494,"When the usual process of conventions, sub-conventions, caucusses, and public meetings did not supply the means of a ""concentrated action,"" he and his neighbours had long been in the habit of having recourse to societies, by way of obtaining ""energetic means,"" as it was termed; and from his tenth year up to his twenty-fifth, this gentleman had been either a president, vice-president, manager, or committee-man, of some philosophical, political, or religious expedient to fortify human wisdom, make men better, and resist error and despotism."
10808,"""Now you are angry with _me_,"" said Rosamond."
1092,"It was whispered that so great had his propensity become, under repeated provocation, that M'Ginnis himself was no longer safe."
1641,During the two hours that he sat there he made up his mind as to the story that he should tell.
367,"""Yes,"" returned the Doctor, ""I saw it, and I longed to souse that black head of hers with salt water."
5609,"""That is not an easy question to answer, but I think we shall settle it very satisfactorily."
2017,"""In the name of Heaven, what means all this?"""
2976,It isn't seven o'clock yet.
212,"), manufactured many splendid idols, with much gilding and such artistic ornament as there was,--in particular, one huge image of Thor, not forgetting the hammer and appendages, and such a collar (supposed of solid gold, which it was not quite, as we shall hear in time) round the neck of him as was never seen in all the North."
9390,"""Oh yes."""
2154,"""What nonsense, Surrey!"""
2480,"Deathlike stillness and solitude reigned everywhere, except when a covey of ptarmigan whirred like large snowflakes athwart the sky, or an arctic fox prowled stealthily through the woods in search of prey."
1284,"Certainly, in the first place, the spread of education."
298,"Whiff after whiff sailed airily back, and each one widened the breach."
508,"Some of these used to be at a considerable distance from the shafts, and the men were often injured while going to them from the mine, by being exposed in an overheated state to cutting winds."
2483,It was a voice not easily mistaken.
10124,"Do you mean to tell us that you believe that Lady Eustace stole her own diamonds?"""
2336,"[Sir Ralph glares at the familiarity; but Louis, quite undisturbed, puts a big book and a sofa cushion on the dais, on Sir Patrick's right; and B."
2752,"Sir Charles Lyndon was celebrated as a wit and bon vivant: he could write love-verses against Hanbury Williams, and make jokes with George Selwyn; he was a man of vertu like Harry Walpole, with whom and Mr. Grey he had made a part of the grand tour; and was cited, in a word, as one of the most elegant and accomplished men of his time."
3229,"Yes, exactly."
592,"Each boy pledged himself to raise twenty-five cents, and with some little difficulty in ""counting noses,"" after which Si laboriously figured up the total amount, it was learned that they would not only have money enough to hire the sleigh and horses, but there would be a surplus sufficient to buy such a goodly supply of candy and nuts as would make a really respectable feast.  ""'"
3174,"""Of course you do."
3349,"I immediately took it up, and touched my Lord upon his hump."
2337,At least I have been speaking of the works of God.
1100,"He had brown eyes, set in sockets rimmed with iron; round them the skin was dark, as though it had been charred."
510,"""Captain Niel is going out shooting,"" she said coldly."
3754,"""I will if I can!"""
1356,"""As long as we are close to the rushes the waterfowl do not notice our approach, while were we to push out into the middle they might take the alarm; although we often do capture them in that way, but in that case we get to windward of the flock we want to reach, and then drift down slowly upon them, but we shall get more sport now by keeping close in."
7974,March 30.
230,"""What is it?"""
577,"""Baggage is the curse of these expeditions."
772,She explained that Vahna wanted me to take it to pay for her keep.
2425,"You see them perched aloft among the immovable boughs of the majestic bread-fruit trees, or gently swaying on the elastic branches of the Omoo; skimming over the palmetto-thatching of the bamboo huts; passing like spirits on the wing through the shadows of the grove, and sometimes descending into the bosom of the valley in gleaming flights from the mountains."
2155,The words: 'You!
5077,The life she has since led proves that.
18013,"You may trust me, for I took your son."
4392,"Drink and drink deep, and thou wilt make me happy."
1706,"All along, Marguerite had been expecting it; she would not show fear, she was determined to seem unconcerned, flippant even."
1538,"To all questions concerning the name or rank of her seducer, and the fate of the being to whom her fall had given birth, Effie remained as mute as the grave, to which she seemed hastening; and indeed the least allusion to either seemed to drive her to distraction."
13263,I little understood him then!'
1298,"And there was nothing in his great Treatise which I admired more than his remarkable exposition of the benefits which the nations of modern Europe have historically derived from the separation, during the Middle Ages, of temporal and spiritual power, and the distinct organization of the latter."
3922,There's only Scanlan and me in the house.
3337,hee!
11393,"So he sat without speaking, till the train came to the tunnel."
3877,"Arundel Dacre, too, although that young gentleman had not departed from his usual coldness in favour of Sir Lucius Grafton, the Baronet would most provokingly consider as his particular friend; never seemed to be conscious that his reserved companion was most punctilious in his address to him; but on the contrary, called him in return 'Dacre,' and sometimes 'Arundel.'"
419,Lady Underhill's eyes glittered.
2127,"Lucien outran his father, and quickly overtook Bacri and another man, who was completely enveloped in the folds of a burnous, such as was then, and still is, worn by the Bedouin Arabs."
3923,"They met no robbers, though an excited little English Levantine in Scutari had assured them they would do so and told a vivid story of a ride to Ipek, a delay on the road due to a sudden inexplicable lameness of his horse after a halt for refreshment, a political discussion that delayed him, his hurry through the still twilight to make up for lost time, the coming on of night and the sudden silent apparition out of the darkness of the woods about the road of a dozen armed men each protruding a gun barrel."
776,"""Just here beside us, Scraps."""
511,"Jim Nixon had to help me across the water when I went last night, and I don't suppose you're afraid of wetting your feet."
2877,"He was in the act of turning into the next road to glance at that also, when he felt a suck of air."
4375,The little model's face went the colour of carnations.
2580,"“So far so good,” Will said."
2731,We housed ourselves in Messieurs Swanzy and Crocker's establishment at Tumento.
817,"""Yes."
2863,"""You?"""
4512,It was so.
3492,He always does it when he goes out.
135,she simply again asked.
1644,Singular state of things!
5308,"""If you persist in going back to Dexter, you certainly shall not go to him from my door,"" she said."
2642,But there was a feeling of obsession in the air--a sense as if something momentous was about to happen.
805,1798.]
4546,"Perhaps this was the extent of their bluff, and if he gave in now he was a fool."
2537,"Lungs must be full of blood."""
2933,exclaimed Captain Guy.
4050,"As for Mr. Du Brant, you can tell him plainly that I have carefully considered his proposition--and that is the exact truth--and that I find it will be wise for me not to accept it."
2103,"Hearing she was ill he wanted to look after her--he wanted to take her back to Grosvenor Place and make her comfortable: he spoke as if he had every convenience for producing that condition, though he confessed there was a little bar to it in his own case."
3643,It is California.
1187,Friday.
14717,Patience!
1005,.
897,"John Chisum was a cattle king who had foreseen the coming of the farmer and adjusted from the open range to barbed wire, and who, in order to do so, had purchased every forty acres carrying water and got for nothing the use of the millions of acres of adjacent range that was worthless without the water he controlled."
11522,"The earl had by no means lost sight of his friend's interests at Allington; and, moreover, those interests were now backed by an ally who in this matter must be regarded as much more powerful than the earl."
714,JACK.
5739,2 s.
3619,for God's sake let me go!'
12082,"""But I had once meant better than that, and I am come back to my old intention."
1002,"The new Chambers had been convened, and, after the struggle was over, the population naturally turned to those who had hitherto appeared in their ranks as leaders."
2414,"Out of the darkness Giuliana's voice spoke again, hoarsely now and trembling."
3711,"""Well,"" said Aunt Janet, when we all descended to the kitchen, ""this is the first time you young ones have ever all got up without being called, and that's a fact."""
1086,"But from his throat there came, in answer to his comrade's cry, a roar of rage."
2833,"First of all, a patriotic spirit is necessary--not, of course, the bigoted anti-foreign spirit of the Boxers, but the enlightened attitude which is willing to learn from other nations while not willing to allow them to dominate."
1662,She complied in a manner so exquisitely pathetic as moved me.
1317,"Or, maybe, it had always been there."""
4889,"Besides, he reflected, the glimpse of the rest of the slip he had had was, after all, quite accidental, forced upon him by chance, a kind of providential revelation rather than an unfair advantage."
4181,"""And how do you expect to travel, monsieur?"
3934,"You set too high a value on me."""
1529,"""Your historical sense has been awakened late, but it promises to be very active."
114,And so I wish him heartily a happy New Year.
7908,"There were a few minutes of suspense, then the click as the ball fell into the little space."
1639,That they never find happiness--that they don't even know how to look for it--is proved by the paralyzing clumsiness and ugliness of everything they do.
1257,"The sight of the happy faces of Arthur and Louise aroused all the rancor and subtile wit that she possessed, and she resolved upon an act that she would not before have believed herself capable of."
5,"J. FABRE, Proces de Condamnation de Jeanne d'Arc."
